date,open,high,low,close,volume
2024-10-14,2609.15,2618.08,2591.14,2604.99,18410
2024-10-15,2616.16,2616.35,2518.69,2558.83,29245
2024-10-16,2563.33,2610.66,2550.52,2555.98,15563
2024-10-17,2564.69,2598.82,2561.28,2578.52,77680
2024-10-18,2578.23,2578.84,2538.25,2558.13,34298
2024-10-21,2565.41,2601.4,2542.89,2588.55,42284
2024-10-22,2586.88,2630.7,2562.4,2625.01,32781
2024-10-23,2616.36,2639.4,2610.28,2636.6,55627
2024-10-24,2643.33,2653.63,2559.87,2560.48,14861
2024-10-25,2562.21,2599.82,2545.13,2547.71,6121
2024-10-28,2550.52,2652.76,2523.1,2625.31,17622
2024-10-29,2616.42,2629.74,2603.14,2627.22,29117
2024-10-30,2640.48,2646.95,2585.08,2599.81,23759
2024-10-31,2606.8,2694.05,2604.88,2690.08,25279
2024-11-01,2692.91,2708.61,2684.1,2690.08,42636
2024-11-04,2688.4,2741.8,2684.02,2736.02,26662
2024-11-05,2745.15,2748.52,2716.84,2721.02,32841
2024-11-06,2705.81,2710.12,2616.33,2645.12,13769
2024-11-07,2640.31,2681.49,2617.3,2660.2,12737
2024-11-08,2647.19,2669.9,2626.82,2639.29,49367
2024-11-11,2633.62,2662.73,2616.46,2641.27,23166
2024-11-12,2638.75,2649.53,2636.4,2639.42,16129
2024-11-13,2649.61,2667.8,2631.84,2632.37,16143
2024-11-14,2648.73,2679.92,2625.6,2656.58,15921
2024-11-15,2657.51,2666.17,2603.4,2612.29,15452
2024-11-18,2614.75,2616.66,2600.18,2601.22,11596
2024-11-19,2606.28,2636.01,2594.54,2625.41,10402
2024-11-20,2648.77,2652.22,2605.26,2611.06,19980
2024-11-21,2618.35,2622.1,2566.73,2571.78,16375
2024-11-22,2564.55,2601.81,2557.25,2601.16,38314
2024-11-25,2595.81,2692.01,2561.59,2639.93,25502
2024-11-26,2628.16,2644.0,2626.37,2640.96,25151
2024-11-27,2634.02,2644.84,2587.67,2593.09,15190
2024-11-28,2593.23,2632.56,2590.86,2629.42,20733
2024-11-29,2634.65,2651.62,2607.16,2651.13,26383
2024-12-02,2646.19,2661.37,2641.58,2651.13,31511
2024-12-03,2660.24,2669.11,2650.52,2657.21,21016
2024-12-04,2671.0,2684.17,2669.34,2679.28,37781
2024-12-05,2673.8,2679.4,2648.56,2669.43,22114
2024-12-06,2670.55,2722.44,2655.68,2722.33,32742
2024-12-09,2727.48,2733.16,2644.8,2691.88,17241
2024-12-10,2689.92,2747.74,2671.17,2695.72,8899
2024-12-11,2695.08,2701.22,2688.58,2691.65,25189
2024-12-12,2702.19,2704.21,2684.57,2685.77,31655
2024-12-13,2684.17,2697.95,2653.88,2679.71,29368
2024-12-16,2685.31,2689.92,2676.47,2680.38,27203
2024-12-17,2677.46,2702.98,2671.63,2702.43,18503
2024-12-18,2699.56,2791.63,2684.09,2737.92,14715
2024-12-19,2722.32,2729.45,2718.82,2728.72,29023
2024-12-20,2732.34,2755.79,2727.4,2743.44,27261
2024-12-23,2756.87,2765.19,2710.01,2711.07,16639
2024-12-24,2723.35,2753.1,2699.0,2723.79,38357
2024-12-25,2725.65,2738.66,2686.34,2689.71,14165
2024-12-26,2710.59,2725.52,2708.8,2711.14,16452
2024-12-27,2710.47,2761.53,2702.0,2754.37,49921
2024-12-30,2766.26,2787.5,2694.63,2715.38,34005
2024-12-31,2714.57,2720.7,2634.77,2648.01,18416
2025-01-01,2655.47,2688.8,2631.55,2648.01,25430
2025-01-02,2642.58,2664.03,2638.59,2653.09,23798
2025-01-03,2653.03,2708.25,2629.83,2697.45,5581
2025-01-06,2691.18,2723.35,2688.97,2707.29,13999
2025-01-07,2702.21,2732.63,2695.19,2726.15,21473
2025-01-08,2718.59,2718.92,2696.73,2700.33,18429
2025-01-09,2699.82,2780.93,2683.87,2765.87,24923
2025-01-10,2762.77,2779.08,2760.81,2776.85,38744
2025-01-13,2782.41,2796.71,2780.12,2794.39,18755
2025-01-14,2808.18,2830.56,2732.96,2739.96,12980
2025-01-15,2742.68,2781.98,2642.75,2713.29,25911
2025-01-16,2725.19,2750.11,2717.74,2749.85,18707
2025-01-17,2752.36,2757.71,2745.69,2755.05,20373
2025-01-20,2745.61,2749.41,2678.94,2694.56,19036
2025-01-21,2690.69,2729.2,2688.75,2726.35,67569
2025-01-22,2726.17,2733.17,2694.15,2708.7,7184
2025-01-23,2704.43,2751.85,2701.12,2749.68,18139
2025-01-24,2764.36,2778.43,2737.8,2741.4,21985
2025-01-27,2752.92,2756.35,2739.52,2741.89,14904
2025-01-28,2728.07,2782.47,2726.14,2768.33,34541
2025-01-29,2780.47,2818.82,2698.45,2729.39,33078
2025-01-30,2728.8,2737.45,2691.99,2697.89,21506
2025-01-31,2702.44,2710.57,2700.52,2709.69,19238
2025-02-03,2699.7,2713.17,2695.02,2709.69,20827
2025-02-04,2711.35,2747.87,2703.21,2744.53,20902
2025-02-05,2742.95,2779.18,2685.16,2718.67,21180
2025-02-06,2706.65,2765.7,2705.97,2753.39,20050
2025-02-07,2749.62,2801.25,2713.38,2797.78,24989
2025-02-10,2811.06,2819.82,2798.99,2810.24,32099
2025-02-11,2793.31,2829.21,2776.32,2810.37,11906
2025-02-12,2805.88,2832.07,2804.09,2828.66,13025
2025-02-13,2824.87,2827.83,2718.69,2746.71,9188
2025-02-14,2735.54,2771.12,2728.08,2767.82,33968
2025-02-17,2776.04,2793.66,2769.9,2775.72,24963
2025-02-18,2784.13,2791.8,2768.59,2785.88,28357
2025-02-19,2802.54,2829.02,2789.92,2818.98,10777
2025-02-20,2824.52,2827.61,2821.97,2826.1,53770
2025-02-21,2851.54,2856.13,2797.45,2802.06,16245
2025-02-24,2792.44,2828.98,2780.46,2813.18,23959
2025-02-25,2823.4,2831.82,2823.33,2831.24,33765
2025-02-26,2830.7,2854.36,2817.0,2850.2,13446
2025-02-27,2849.14,2875.82,2835.17,2869.26,16761
2025-02-28,2875.86,2897.08,2870.64,2894.73,24090
2025-03-03,2903.04,2910.6,2877.64,2894.73,91925
2025-03-04,2884.59,2884.74,2876.0,2878.31,25605
2025-03-05,2897.22,2964.95,2850.35,2875.21,49176
2025-03-06,2884.82,2927.55,2877.01,2911.8,40248
2025-03-07,2910.73,2946.06,2899.79,2943.95,26476
2025-03-10,2944.7,2951.3,2911.1,2914.59,13432
2025-03-11,2921.86,2933.34,2885.32,2891.55,37416
2025-03-12,2885.45,2913.61,2883.45,2901.03,10414
2025-03-13,2915.18,2967.65,2896.68,2962.17,49042
2025-03-14,2978.09,2979.99,2897.45,2902.58,24343
2025-03-17,2893.8,2933.31,2874.87,2918.02,5854
2025-03-18,2948.55,2971.14,2871.55,2880.71,18578
2025-03-19,2895.74,2898.55,2862.08,2871.15,30545
2025-03-20,2864.54,2905.3,2862.49,2872.18,19564
2025-03-21,2850.35,2884.56,2832.45,2872.99,31492
2025-03-24,2876.87,2881.32,2868.61,2872.35,14400
2025-03-25,2883.52,2891.2,2882.78,2890.76,11464
2025-03-26,2892.15,2895.44,2886.83,2893.28,21253
2025-03-27,2897.43,2900.54,2870.83,2873.94,22376
2025-03-28,2862.13,2932.27,2848.37,2931.01,18505
2025-03-31,2939.08,2996.35,2929.57,2983.25,40686
2025-04-01,2976.4,2995.42,2972.19,2983.25,14398
2025-04-02,2969.58,2979.7,2964.99,2975.77,25760
2025-04-03,2987.72,3001.18,2924.55,2973.38,22787
2025-04-04,2955.56,2996.11,2937.57,2986.49,10113
2025-04-07,3003.23,3036.81,2996.94,3036.28,11389
2025-04-08,3034.92,3053.01,3033.27,3046.76,22158
2025-04-09,3054.29,3077.92,3001.25,3016.5,59313
2025-04-10,3013.48,3138.41,2969.67,3046.83,29426
2025-04-11,3052.34,3052.74,3037.59,3041.73,9294
2025-04-14,3028.63,3123.04,3015.52,3117.62,4650
2025-04-15,3117.92,3165.04,3098.65,3125.17,31777
2025-04-16,3146.84,3165.17,3056.72,3057.67,20991
2025-04-17,3057.35,3084.98,3054.13,3083.77,38973
2025-04-18,3075.55,3172.96,3035.63,3162.37,14180
2025-04-21,3161.4,3227.71,3154.22,3222.29,26241
2025-04-22,3207.84,3288.13,3183.4,3284.89,33627
2025-04-23,3287.37,3303.88,3198.38,3240.32,17610
2025-04-24,3239.67,3288.55,3206.02,3267.23,17800
2025-04-25,3253.81,3289.19,3219.06,3233.49,22306
2025-04-28,3247.26,3272.04,3217.13,3236.64,28892
2025-04-29,3233.72,3250.47,3183.45,3192.45,21869
2025-04-30,3189.51,3249.23,3184.78,3217.64,35846
2025-05-01,3221.55,3231.25,3214.87,3217.64,17483
2025-05-02,3216.59,3217.69,3187.58,3206.76,11336
2025-05-05,3205.46,3223.76,3202.22,3215.8,59188
2025-05-06,3211.72,3260.38,3203.85,3255.75,16279
2025-05-07,3271.56,3288.73,3221.63,3238.24,16577
2025-05-08,3237.41,3246.84,3216.04,3219.69,21313
2025-05-09,3214.5,3266.5,3200.05,3262.63,22778
2025-05-12,3264.84,3286.94,3251.58,3279.14,18154
2025-05-13,3279.19,3285.35,3179.11,3208.48,21835
2025-05-14,3199.27,3202.51,3148.27,3172.83,21592
2025-05-15,3181.15,3255.17,3180.95,3235.62,24038
2025-05-16,3216.69,3280.09,3205.92,3255.89,6776
2025-05-19,3243.63,3245.85,3231.97,3233.97,56412
2025-05-20,3242.11,3261.4,3232.22,3235.51,20462
2025-05-21,3246.19,3261.3,3222.81,3244.1,29445
2025-05-22,3235.46,3315.76,3190.84,3277.68,11058
2025-05-23,3270.37,3292.49,3197.73,3235.74,17404
2025-05-26,3230.0,3245.08,3218.75,3219.77,15738
2025-05-27,3220.26,3248.31,3202.35,3246.49,45929
2025-05-28,3237.52,3264.19,3230.53,3258.93,16433
2025-05-29,3267.58,3297.06,3264.04,3293.09,32178
2025-05-30,3291.37,3328.7,3286.24,3309.49,15911
2025-06-02,3343.8,3345.55,3306.76,3309.49,17565
2025-06-03,3313.68,3320.12,3285.83,3318.34,19481
2025-06-04,3321.04,3350.0,3318.91,3345.37,41853
2025-06-05,3343.85,3374.94,3313.03,3365.98,8561
2025-06-06,3362.97,3393.66,3361.53,3374.25,11409
2025-06-09,3380.53,3400.87,3373.69,3393.69,8319
2025-06-10,3397.63,3408.07,3374.06,3389.53,12787
2025-06-11,3375.85,3416.49,3355.88,3402.41,14679
2025-06-12,3402.86,3429.26,3359.04,3371.97,9825
2025-06-13,3374.0,3388.64,3362.17,3384.08,15259
2025-06-16,3366.88,3413.8,3357.46,3406.08,8043
2025-06-17,3390.27,3403.97,3369.88,3376.65,13240
2025-06-18,3361.05,3398.5,3358.7,3376.13,40143
2025-06-19,3362.6,3365.03,3348.1,3351.1,26951
2025-06-20,3348.75,3356.89,3321.46,3332.63,24190
2025-06-23,3345.85,3356.79,3292.08,3296.33,13341
2025-06-24,3292.48,3352.88,3280.89,3349.24,10218
2025-06-25,3343.0,3386.86,3336.9,3386.33,12461
2025-06-26,3374.54,3404.86,3348.83,3395.75,21555
2025-06-27,3409.74,3486.73,3348.36,3443.64,33999
2025-06-30,3444.64,3504.46,3344.39,3352.66,34585
2025-07-01,3337.3,3355.74,3318.24,3352.66,30191
2025-07-02,3352.15,3377.95,3320.29,3330.18,15233
2025-07-03,3334.06,3354.16,3286.34,3297.06,22298
2025-07-04,3293.28,3299.1,3292.51,3296.81,18757
2025-07-07,3314.93,3325.1,3289.73,3321.48,19918
2025-07-08,3321.04,3329.46,3258.49,3269.62,60996
2025-07-09,3265.99,3267.23,3251.04,3257.34,9127
2025-07-10,3244.82,3354.24,3231.22,3316.79,19587
2025-07-11,3312.28,3337.49,3261.03,3279.3,40371
2025-07-14,3293.89,3328.65,3275.18,3314.76,10583
2025-07-15,3326.88,3334.73,3297.39,3299.05,15964
2025-07-16,3302.16,3327.01,3296.76,3321.88,16906
2025-07-17,3328.9,3363.74,3325.22,3363.23,19699
2025-07-18,3364.96,3409.8,3355.11,3388.17,9917
2025-07-21,3399.44,3447.2,3370.68,3416.59,29662
2025-07-22,3424.78,3433.45,3356.42,3366.31,30734
2025-07-23,3373.73,3403.8,3367.37,3402.99,28401
2025-07-24,3412.99,3419.6,3352.5,3363.69,14254
2025-07-25,3372.56,3382.15,3363.73,3368.8,23000
2025-07-28,3377.73,3382.67,3361.69,3371.87,14048
2025-07-29,3372.6,3383.34,3372.36,3379.97,18651
2025-07-30,3379.57,3393.94,3375.13,3377.17,64649
2025-07-31,3373.93,3377.23,3332.86,3340.15,23106
2025-08-01,3342.03,3345.51,3338.83,3340.15,12164
2025-08-04,3329.62,3341.87,3281.53,3281.81,24104
2025-08-05,3278.65,3279.36,3272.01,3273.45,11204
2025-08-06,3256.39,3322.13,3256.16,3306.13,12094
2025-08-07,3299.29,3375.7,3285.33,3371.65,13087
2025-08-08,3368.47,3402.66,3356.4,3400.57,17638
2025-08-11,3392.84,3396.99,3343.96,3344.19,35188
2025-08-12,3338.5,3353.5,3305.73,3337.26,29413
2025-08-13,3317.72,3364.59,3308.93,3348.83,28609
2025-08-14,3355.68,3361.26,3323.79,3356.79,12715
2025-08-15,3351.15,3383.71,3345.74,3377.44,16803
2025-08-18,3389.55,3425.76,3322.68,3343.27,25235
2025-08-19,3362.33,3362.71,3327.55,3348.08,16088
2025-08-20,3325.12,3368.26,3316.22,3365.38,19164
2025-08-21,3366.13,3400.83,3365.33,3395.31,27465
2025-08-22,3409.53,3410.61,3352.9,3362.84,18501
2025-08-25,3351.67,3371.84,3331.23,3351.71,24662
2025-08-26,3357.7,3385.97,3206.96,3264.22,48842
2025-08-27,3279.84,3280.51,3261.78,3269.85,20212
2025-08-28,3275.71,3287.47,3272.28,3286.26,39722
2025-08-29,3307.85,3369.75,3305.49,3368.03,29134
2025-09-01,3373.67,3427.36,3293.31,3368.03,10576
2025-09-02,3384.35,3411.98,3361.72,3367.14,12694
2025-09-03,3379.72,3436.27,3373.3,3422.51,14518
2025-09-04,3397.72,3427.42,3397.63,3421.91,14365
2025-09-05,3416.11,3435.31,3393.5,3418.49,21054
2025-09-08,3428.67,3484.45,3423.11,3469.09,29951
2025-09-09,3470.14,3475.8,3455.46,3459.92,41257
2025-09-10,3456.6,3477.94,3456.4,3471.11,25695
2025-09-11,3482.98,3487.9,3411.42,3424.05,17626
2025-09-12,3421.22,3483.8,3390.66,3467.48,7776
2025-09-15,3469.39,3562.78,3454.88,3556.9,22817
2025-09-16,3563.52,3604.71,3534.38,3594.04,22312
2025-09-17,3586.4,3665.85,3579.72,3658.03,24136
2025-09-18,3663.59,3663.68,3620.88,3625.84,63140
2025-09-19,3616.88,3641.07,3609.66,3639.65,40957
2025-09-22,3628.27,3640.72,3564.05,3606.88,32615
2025-09-23,3588.03,3612.75,3587.32,3606.87,13615
2025-09-24,3622.94,3649.35,3613.33,3645.96,17043
2025-09-25,3657.6,3663.58,3648.43,3654.06,21006
2025-09-26,3656.27,3657.78,3603.1,3607.08,14947
2025-09-29,3603.81,3625.12,3569.35,3583.27,28289
2025-09-30,3574.01,3681.59,3551.82,3667.68,26329
2025-10-01,3660.1,3681.08,3652.76,3667.68,12782
2025-10-02,3674.64,3744.27,3617.5,3726.33,40071
2025-10-03,3727.33,3730.82,3647.91,3670.86,23182
2025-10-06,3658.1,3737.4,3650.62,3726.47,9278
2025-10-07,3725.84,3783.22,3713.08,3731.96,21468
2025-10-08,3727.18,3762.27,3697.06,3739.72,25351
2025-10-09,3717.21,3802.41,3645.64,3773.75,35824
2025-10-10,3755.95,3816.42,3730.8,3814.23,18606
2025-10-13,3792.91,3819.43,3791.67,3794.46,33321
2025-10-14,3802.8,3851.13,3795.17,3841.59,24187
2025-10-15,3817.46,3883.83,3804.29,3861.46,11412
2025-10-16,3866.04,3868.83,3818.25,3823.58,10855
2025-10-17,3812.11,3836.99,3765.99,3835.53,38610
2025-10-20,3836.14,3937.98,3823.44,3913.28,40054
2025-10-21,3922.96,4016.27,3919.6,3999.02,25885
2025-10-22,3996.69,4044.12,3957.58,4036.41,46530
2025-10-23,4039.67,4087.59,3937.18,3988.46,37358
2025-10-24,3987.24,4023.03,3965.61,4019.02,31002
2025-10-27,4038.52,4073.4,4038.06,4061.15,13965
2025-10-28,4080.95,4095.63,4076.7,4090.58,52350
2025-10-29,4099.27,4115.97,4083.81,4114.09,28800
2025-10-30,4101.41,4109.24,4100.79,4109.21,18161
2025-10-31,4103.21,4104.73,4044.13,4058.33,15770
2025-11-03,4062.03,4073.96,3985.04,4058.33,25044
2025-11-04,4077.01,4078.43,4028.15,4060.2,9551
2025-11-05,4041.98,4065.3,3991.93,4012.58,31251
2025-11-06,4010.32,4039.96,3939.43,3940.65,13673
2025-11-07,3928.72,3968.0,3920.07,3955.07,26510
2025-11-10,3951.95,3988.37,3951.03,3984.49,16969
2025-11-11,3980.72,4021.45,3979.16,4014.35,19298
2025-11-12,4015.45,4059.81,4001.76,4044.5,15086
2025-11-13,4050.62,4055.52,3962.63,3963.43,20320
2025-11-14,3972.83,3991.98,3913.2,3915.32,56652
2025-11-17,3933.84,4025.73,3929.24,4015.41,44025
2025-11-18,4018.78,4030.53,3929.81,3977.47,26297
2025-11-19,3972.4,4019.51,3968.18,4015.65,21749
2025-11-20,4036.81,4044.07,3970.99,3995.31,33593
2025-11-21,3985.03,4036.11,3876.68,4011.66,38753
2025-11-24,4006.66,4040.78,3970.3,3997.86,14546
2025-11-25,4015.57,4042.54,4014.43,4038.5,21189
2025-11-26,4048.93,4058.65,4047.89,4056.06,8857
2025-11-27,4038.55,4065.88,4034.5,4049.57,38620
2025-11-28,4060.05,4091.3,4059.59,4087.19,61852
2025-12-01,4087.78,4108.13,4067.51,4087.19,22926
2025-12-02,4108.78,4156.36,4095.95,4150.09,7612
2025-12-03,4147.67,4241.21,4114.9,4200.0,29865
2025-12-04,4199.29,4231.64,4197.61,4225.95,14016
2025-12-05,4230.28,4335.48,4210.69,4273.66,15808
2025-12-08,4275.97,4313.91,4274.1,4311.08,30130
2025-12-09,4306.61,4309.77,4275.36,4290.15,25016
2025-12-10,4279.48,4281.36,4212.33,4228.3,17256
2025-12-11,4223.98,4281.21,4222.52,4252.9,15917
2025-12-12,4249.85,4284.2,4243.07,4282.17,23456
2025-12-15,4285.53,4346.68,4275.88,4335.45,17948
2025-12-16,4367.17,4379.22,4267.2,4289.45,12649
2025-12-17,4293.56,4295.5,4244.59,4249.07,18652
2025-12-18,4246.62,4278.64,4236.76,4275.71,26102
2025-12-19,4302.71,4315.29,4275.27,4275.78,20149
2025-12-22,4315.81,4335.55,4179.68,4194.07,10864
2025-12-23,4183.5,4236.29,4180.55,4225.07,36117
2025-12-24,4198.25,4198.54,4144.16,4155.4,5600
2025-12-25,4160.98,4181.42,4106.07,4139.94,17620
2025-12-26,4163.14,4274.86,4146.33,4230.86,16153
2025-12-29,4254.88,4335.31,4254.63,4327.17,23720
2025-12-30,4312.09,4326.66,4257.45,4272.82,29168
2025-12-31,4278.67,4317.92,4243.24,4309.23,38691
2026-01-01,4318.66,4343.3,4305.49,4309.23,15425
2026-01-02,4285.57,4438.02,4222.95,4342.7,29533
2026-01-05,4327.35,4387.72,4238.09,4337.87,24292
2026-01-06,4330.86,4498.65,4322.93,4426.0,9360
2026-01-07,4421.24,4462.15,4414.79,4458.53,56969
2026-01-08,4463.43,4551.66,4453.8,4535.73,10728
2026-01-09,4535.93,4553.97,4478.09,4510.57,27166
2026-01-12,4488.62,4548.54,4474.02,4528.13,26768
2026-01-13,4533.54,4544.73,4488.32,4494.21,25281
2026-01-14,4512.58,4513.4,4474.13,4491.85,17200
2026-01-15,4493.61,4505.03,4488.16,4498.54,33310
2026-01-16,4517.51,4526.35,4470.41,4483.72,10095
2026-01-19,4482.88,4487.85,4432.39,4448.69,21313
2026-01-20,4447.69,4447.95,4390.03,4410.62,16615
2026-01-21,4399.24,4414.7,4317.14,4337.52,15698
2026-01-22,4356.89,4373.93,4323.49,4338.49,27292
2026-01-23,4334.96,4444.11,4314.3,4424.43,37749
2026-01-26,4415.14,4455.73,4398.36,4404.06,18552
2026-01-27,4407.57,4438.45,4395.0,4410.07,32543
2026-01-28,4414.76,4596.64,4390.22,4573.07,22581
2026-01-29,4578.17,4607.35,4569.1,4604.98,14095
2026-01-30,4592.37,4788.8,4578.26,4752.75,19361
2026-02-02,4760.35,4786.69,4744.58,4752.75,18963
2026-02-03,4756.9,4861.1,4753.73,4829.21,15547
2026-02-04,4827.36,4867.32,4777.56,4790.81,27289
2026-02-05,4790.9,4820.27,4783.47,4818.29,24768
2026-02-06,4793.08,4816.46,4759.69,4775.3,9943
2026-02-09,4785.62,4786.52,4768.62,4774.22,9645
2026-02-10,4766.73,4776.19,4742.62,4754.14,27237
2026-02-11,4756.75,4805.18,4715.67,4804.14,14652
2026-02-12,4801.3,4801.8,4784.79,4784.89,25617
2026-02-13,4761.46,4861.01,4757.14,4857.11,32547
2026-02-16,4847.76,4859.07,4843.43,4858.77,11667
2026-02-17,4857.13,4863.08,4834.42,4840.71,10875
2026-02-18,4846.9,4863.85,4781.63,4795.62,50879
2026-02-19,4794.01,4845.02,4788.53,4836.08,26259
2026-02-20,4825.75,4914.65,4812.22,4907.84,17861
2026-02-23,4906.59,4955.25,4905.11,4940.31,13808
2026-02-24,4937.66,5107.42,4905.49,5069.96,17064
2026-02-25,5055.76,5165.03,5026.05,5128.92,12145
2026-02-26,5120.03,5147.75,5075.36,5077.87,34259
2026-02-27,5071.47,5072.05,4995.8,5019.97,14937
2026-03-02,5045.11,5047.92,5017.16,5019.97,38054
2026-03-03,5009.01,5023.73,4906.89,4917.98,18028
2026-03-04,4936.87,4956.06,4871.11,4891.04,13073
2026-03-05,4880.31,4950.52,4873.07,4930.21,17798
2026-03-06,4942.75,5073.58,4936.13,5051.59,5930
2026-03-09,5047.92,5076.39,5022.46,5043.92,20735
2026-03-10,5049.92,5062.45,4983.2,4990.44,20230
2026-03-11,5013.97,5033.44,4911.62,4917.51,33268
2026-03-12,4915.07,4970.61,4878.41,4943.15,8577
2026-03-13,4967.09,4971.95,4739.66,4842.57,39376
2026-03-16,4840.65,4891.53,4771.44,4872.69,33199
2026-03-17,4878.93,4930.57,4865.96,4914.69,41192
2026-03-18,4920.74,4971.74,4903.73,4932.5,21453
2026-03-19,4910.2,4932.93,4860.24,4913.12,36568
2026-03-20,4909.36,4946.05,4900.68,4936.42,10555
2026-03-23,4934.84,4950.14,4926.28,4935.17,31461
2026-03-24,4936.41,4958.77,4873.0,4883.66,14979
2026-03-25,4890.48,5008.1,4877.46,4973.31,9646
2026-03-26,4993.73,5011.25,4902.78,4931.91,12555
2026-03-27,4931.43,4954.57,4927.47,4950.27,22087
2026-03-30,4938.04,4997.77,4760.64,4809.58,14586
2026-03-31,4819.02,4890.49,4795.95,4855.54,26583
